district_code,state_name,region,n_households,observed_disruption,expected_disruption,rgi,rgi_ci_lower,rgi_ci_upper,rgi_category,typology,piped_coverage,tube_well_coverage,mean_idi,mean_idi_ci_lower,mean_idi_ci_upper,piped_disruption_rate,tube_well_disruption_rate,paradox_ratio,mean_wealth_score,pct_urban,pct_monsoon
1.0,Jammu & Kashmir,North,821,37.21,29.79,7.42,6.19,9.11,Moderate Failure,CRISIS,82.25,6.41,61.08,52.63,69.76,41.88,18.66,2.24,128384.12,16.25,0.43
2.0,Jammu & Kashmir,North,888,31.35,29.46,1.9,0.33,3.79,As Expected,CRISIS,93.59,2.46,64.25,55.46,73.04,32.27,17.2,1.88,403492.21,16.75,0.0
3.0,Ladakh,North,824,20.54,30.45,-9.91,-11.84,-7.61,Outperforming,VULNERABLE,75.39,18.62,53.49,45.52,62.08,23.01,11.03,2.09,357686.28,26.66,1.0
4.0,Ladakh,North,767,15.75,28.9,-13.15,-14.93,-10.85,Outperforming,VULNERABLE,65.61,27.5,52.67,45.1,61.04,21.69,2.34,9.25,-336666.98,8.76,1.0
5.0,Jammu & Kashmir,North,614,21.59,27.09,-5.5,-7.27,-3.53,Outperforming,VULNERABLE,85.97,9.59,60.67,52.15,69.35,24.33,5.14,4.73,416034.25,10.5,0.0
6.0,Jammu & Kashmir,North,591,27.4,26.12,1.28,-0.59,3.17,As Expected,CRISIS,72.56,12.9,51.32,43.43,59.86,28.4,8.49,3.34,369638.12,8.1,0.0
7.0,Jammu & Kashmir,North,841,35.24,26.84,8.4,6.44,10.45,Moderate Failure,CRISIS,81.45,14.85,53.98,45.86,62.58,39.52,17.55,2.25,816012.25,18.36,0.25
10.0,Jammu & Kashmir,North,883,25.79,24.04,1.74,-1.29,4.78,As Expected,CRISIS,89.37,0.0,58.13,49.37,66.94,26.44,,,882966.3,99.61,0.02
11.0,Jammu & Kashmir,North,849,45.03,35.18,9.85,7.83,12.47,Moderate Failure,CRISIS,94.77,0.75,67.57,58.61,76.39,46.04,,,248049.76,17.33,0.98
12.0,Jammu & Kashmir,North,875,21.05,26.71,-5.66,-7.85,-3.31,Outperforming,VULNERABLE,85.19,11.82,58.18,49.76,66.95,21.88,16.19,1.35,529570.37,5.1,0.0
13.0,Jammu & Kashmir,North,903,34.79,30.02,4.77,2.59,7.17,As Expected,CRISIS,97.96,1.88,66.83,57.83,75.75,35.52,0.0,,420537.01,5.75,0.0
14.0,Jammu & Kashmir,North,890,33.19,27.58,5.61,4.31,7.05,Moderate Failure,CRISIS,92.69,3.47,63.35,54.47,72.26,33.81,17.47,1.94,443889.12,30.61,0.0
15.0,Jammu & Kashmir,North,862,34.06,27.3,6.76,5.19,8.17,Moderate Failure,CRISIS,89.89,8.7,66.38,57.74,75.06,34.88,28.85,1.21,24300.64,20.61,0.0
16.0,Jammu & Kashmir,North,618,15.65,33.15,-17.5,-19.35,-15.23,Outperforming,VULNERABLE,97.11,0.15,71.63,62.58,80.37,15.12,,,49607.19,9.94,0.54
17.0,Jammu & Kashmir,North,564,26.3,29.25,-2.95,-4.97,-0.93,As Expected,VULNERABLE,89.73,3.65,69.94,61.25,78.54,27.97,5.46,5.12,-272664.65,3.89,0.03
18.0,Jammu & Kashmir,North,726,43.52,31.72,11.8,10.03,14.04,Severe Failure,CRISIS,87.12,4.36,64.7,56.08,73.37,45.55,31.92,1.43,81060.46,7.49,0.65
19.0,Jammu & Kashmir,North,665,24.82,28.64,-3.82,-5.28,-2.07,As Expected,VULNERABLE,83.87,4.57,56.69,48.43,65.31,28.71,6.63,4.33,568329.78,21.33,0.05
20.0,Jammu & Kashmir,North,724,19.23,27.84,-8.62,-10.15,-7.06,Outperforming,VULNERABLE,75.38,2.58,57.96,49.64,66.6,19.58,5.03,3.89,52836.77,10.65,0.03
21.0,Jammu & Kashmir,North,886,21.08,19.63,1.45,-0.18,3.11,As Expected,RESILIENT POOR,65.67,30.37,44.35,37.03,52.71,25.48,12.21,2.09,1124730.88,45.66,0.0
22.0,Jammu & Kashmir,North,855,27.66,23.49,4.16,1.52,6.69,As Expected,CRISIS,71.18,22.52,47.41,39.75,55.88,36.04,8.23,4.38,901886.11,5.89,0.0
23.0,Himachal Pradesh,North,724,21.74,33.55,-11.82,-13.87,-9.31,Outperforming,VULNERABLE,92.33,2.85,66.27,57.39,75.13,22.82,0.0,,254361.18,8.03,0.75
24.0,Himachal Pradesh,North,859,32.47,31.13,1.34,-1.4,4.47,As Expected,CRISIS,79.42,18.79,53.97,45.9,62.55,35.5,20.17,1.76,664914.67,5.02,1.0
25.0,Himachal Pradesh,North,761,5.04,34.4,-29.36,-31.69,-26.61,Outperforming,VULNERABLE,88.16,3.2,66.2,57.35,75.01,5.39,0.0,,-77303.34,0.0,0.99
26.0,Himachal Pradesh,North,813,27.68,35.7,-8.02,-10.16,-5.13,Outperforming,VULNERABLE,95.19,1.19,67.3,58.43,76.1,28.51,,,309500.15,11.08,1.0
27.0,Himachal Pradesh,North,804,34.16,34.73,-0.56,-3.02,2.39,As Expected,CRISIS,93.37,4.69,63.72,54.92,72.55,36.23,7.15,5.06,503797.53,12.03,1.0
28.0,Himachal Pradesh,North,792,37.87,32.94,4.93,2.21,8.11,As Expected,CRISIS,85.65,9.73,57.07,48.65,65.8,42.96,3.77,11.4,719363.65,7.66,1.0
29.0,Himachal Pradesh,North,816,23.79,33.57,-9.78,-12.63,-6.6,Outperforming,VULNERABLE,90.24,8.42,57.89,49.44,66.59,25.29,10.14,2.49,902898.4,12.8,1.0
30.0,Himachal Pradesh,North,705,31.34,27.9,3.44,0.87,6.16,As Expected,CRISIS,67.99,29.95,46.64,39.11,55.15,43.08,5.79,7.43,673990.89,10.08,1.0
31.0,Himachal Pradesh,North,709,26.66,26.44,0.23,-1.26,1.79,As Expected,CRISIS,86.84,7.74,58.24,49.74,66.98,29.47,3.74,7.88,872037.05,34.04,0.0
32.0,Himachal Pradesh,North,826,21.44,26.85,-5.41,-7.37,-3.38,Outperforming,VULNERABLE,87.7,7.86,59.56,50.96,68.32,23.32,5.89,3.96,658381.7,14.33,0.0
33.0,Himachal Pradesh,North,834,22.57,28.72,-6.15,-7.46,-4.75,Outperforming,VULNERABLE,97.86,0.43,65.85,56.86,74.72,23.06,,,596033.14,37.71,0.0
34.0,Himachal Pradesh,North,832,17.78,35.57,-17.79,-20.23,-14.79,Outperforming,VULNERABLE,96.8,0.42,70.43,61.33,79.34,18.24,,,177176.88,0.0,0.9
36.0,Punjab,North,847,14.86,23.6,-8.74,-10.7,-6.7,Outperforming,VULNERABLE,79.3,18.64,51.21,43.32,59.73,18.07,2.84,6.36,1198928.49,35.28,0.0
37.0,Punjab,North,866,14.08,25.34,-11.26,-13.14,-9.59,Outperforming,VULNERABLE,88.79,11.08,55.22,46.99,63.82,13.75,15.77,0.87,1310669.17,53.28,0.0
38.0,Punjab,North,882,17.68,26.08,-8.4,-10.93,-5.94,Outperforming,VULNERABLE,86.56,13.11,54.52,46.39,63.09,18.85,9.49,1.99,1241773.76,22.37,0.0
39.0,Punjab,North,886,18.53,26.83,-8.3,-10.83,-5.79,Outperforming,VULNERABLE,88.59,11.07,55.4,47.17,64.0,18.82,15.77,1.19,1194888.06,19.77,0.0
40.0,Punjab,North,837,12.05,18.51,-6.46,-8.56,-4.41,Outperforming,SAFE,60.26,39.02,41.99,34.99,50.22,15.71,6.63,2.37,1200736.51,32.44,0.0
41.0,Punjab,North,797,12.53,21.16,-8.63,-10.42,-6.96,Outperforming,VULNERABLE,74.18,25.5,49.12,41.52,57.57,14.51,6.9,2.1,1151887.98,58.58,0.0
42.0,Punjab,North,834,14.25,22.74,-8.49,-10.61,-6.54,Outperforming,VULNERABLE,74.42,23.5,49.1,41.38,57.61,16.3,8.58,1.9,1025091.81,24.09,0.0
44.0,Punjab,North,770,28.87,24.38,4.49,2.76,6.25,As Expected,CRISIS,78.93,11.74,52.77,44.56,61.4,34.83,5.3,6.57,898575.71,27.18,0.0
45.0,Punjab,North,744,15.78,22.37,-6.6,-8.11,-5.06,Outperforming,VULNERABLE,67.33,22.24,47.14,39.63,55.53,20.93,3.61,5.8,926996.94,38.08,0.0
46.0,Punjab,North,785,21.63,24.81,-3.18,-4.74,-1.51,As Expected,VULNERABLE,83.34,11.3,54.9,46.64,63.51,24.52,7.53,3.26,959994.25,36.13,0.0
47.0,Punjab,North,854,15.63,20.24,-4.61,-6.27,-3.09,As Expected,VULNERABLE,64.14,28.02,45.85,38.34,54.29,18.71,8.96,2.09,754111.18,24.64,0.0
48.0,Punjab,North,831,13.8,23.21,-9.42,-11.13,-7.84,Outperforming,VULNERABLE,80.26,19.02,51.63,43.73,60.13,14.74,10.33,1.43,1187931.48,50.8,0.0
49.0,Punjab,North,835,16.98,23.35,-6.37,-8.04,-4.85,Outperforming,VULNERABLE,81.42,17.56,52.08,44.13,60.62,15.32,22.12,0.69,1180969.55,54.23,0.0
50.0,Punjab,North,841,17.41,19.71,-2.3,-4.16,-0.38,As Expected,SAFE,59.64,37.31,42.51,35.46,50.85,19.57,14.49,1.35,757442.06,17.26,0.0
51.0,Punjab,North,808,12.67,24.78,-12.11,-14.24,-10.1,Outperforming,VULNERABLE,81.88,17.38,52.36,44.39,60.9,13.24,9.56,1.39,1136069.06,27.26,0.0
52.0,Punjab,North,820,15.72,25.81,-10.09,-12.07,-8.43,Outperforming,VULNERABLE,91.42,7.9,56.97,48.59,65.62,16.55,7.5,2.21,1370406.58,57.71,0.0
53.0,Punjab,North,849,11.29,18.68,-7.39,-9.3,-5.46,Outperforming,SAFE,60.61,35.53,42.17,35.06,50.49,13.66,6.55,2.09,1095845.45,33.04,0.0
54.0,Punjab,North,851,20.16,22.04,-1.88,-3.64,-0.13,As Expected,VULNERABLE,73.68,25.66,48.75,41.15,57.21,21.46,15.31,1.4,1064449.06,35.81,0.0
55.0,Chandigarh,North,745,12.65,25.71,-13.06,-16.06,-10.36,Outperforming,VULNERABLE,96.74,1.53,59.28,50.69,68.01,12.77,0.0,,1475474.7,99.04,0.0
56.0,Uttarakhand,North,879,17.13,30.05,-12.92,-15.0,-10.88,Outperforming,VULNERABLE,98.46,1.44,71.84,62.77,80.7,16.77,42.73,0.39,106658.81,9.62,0.0
57.0,Uttarakhand,North,855,15.89,29.99,-14.1,-15.85,-12.27,Outperforming,VULNERABLE,97.39,0.32,70.83,61.79,79.68,16.31,,,176258.85,16.63,0.0
58.0,Uttarakhand,North,846,18.6,30.05,-11.45,-13.52,-9.39,Outperforming,VULNERABLE,98.6,0.92,70.61,61.46,79.52,18.75,,,167224.47,9.57,0.0
59.0,Uttarakhand,North,771,13.74,29.41,-15.68,-17.55,-13.7,Outperforming,VULNERABLE,96.6,1.82,68.68,59.6,77.57,13.79,8.36,1.65,243348.09,13.32,0.0
60.0,Uttarakhand,North,864,17.28,26.52,-9.24,-10.98,-7.62,Outperforming,VULNERABLE,93.57,4.99,58.45,49.94,67.13,17.43,17.11,1.02,1202134.37,58.66,0.0
61.0,Uttarakhand,North,771,15.56,28.93,-13.37,-14.83,-11.72,Outperforming,VULNERABLE,86.52,5.16,62.73,54.29,71.4,16.03,11.54,1.39,342945.69,19.05,0.0
62.0,Uttarakhand,North,802,12.51,29.94,-17.42,-19.3,-15.46,Outperforming,VULNERABLE,97.72,1.26,70.7,61.63,79.56,12.81,0.0,,150959.05,13.66,0.0
63.0,Uttarakhand,North,786,13.03,28.86,-15.83,-17.9,-13.71,Outperforming,VULNERABLE,92.17,1.55,69.0,60.01,77.84,12.59,8.4,1.5,33229.22,5.49,0.0
64.0,Uttarakhand,North,875,13.33,29.61,-16.28,-18.22,-14.43,Outperforming,VULNERABLE,95.83,1.44,71.82,62.89,80.56,13.8,7.09,1.95,-60259.2,11.36,0.0
65.0,Uttarakhand,North,907,12.58,27.27,-14.69,-16.23,-13.17,Outperforming,VULNERABLE,89.41,9.38,65.6,57.01,74.25,13.62,3.29,4.14,128288.25,18.76,0.0
66.0,Uttarakhand,North,866,15.85,22.53,-6.69,-7.97,-5.4,Outperforming,VULNERABLE,72.31,22.68,49.8,42.12,58.27,17.24,13.24,1.3,805453.28,41.17,0.0
67.0,Uttarakhand,North,939,2.24,13.82,-11.58,-12.85,-10.42,Outperforming,SAFE,43.64,55.76,34.21,27.89,42.32,3.12,1.58,1.98,589400.9,39.9,0.0
68.0,Uttarakhand,North,838,16.28,18.52,-2.23,-3.48,-0.99,As Expected,SAFE,60.49,38.09,43.88,36.78,52.17,16.94,15.29,1.11,700304.98,40.2,0.0
69.0,Haryana,North,666,23.29,27.72,-4.43,-6.18,-2.63,As Expected,VULNERABLE,97.14,2.62,59.85,51.19,68.57,22.95,37.99,0.6,1285028.25,51.69,0.0
70.0,Haryana,North,891,14.85,26.97,-12.12,-13.75,-10.27,Outperforming,VULNERABLE,92.01,5.75,58.76,50.22,67.48,14.98,10.02,1.5,1073003.05,40.18,0.0
71.0,Haryana,North,910,10.52,27.35,-16.84,-18.51,-15.07,Outperforming,VULNERABLE,94.0,5.37,60.22,51.63,68.94,10.49,12.17,0.86,1043290.55,40.82,0.0
72.0,Haryana,North,888,11.94,27.9,-15.97,-17.77,-13.92,Outperforming,VULNERABLE,94.01,5.7,60.4,51.83,69.15,12.19,8.32,1.46,949694.37,28.17,0.0
73.0,Haryana,North,722,13.59,24.82,-11.23,-13.18,-9.19,Outperforming,VULNERABLE,81.53,17.27,53.96,45.89,62.59,15.94,2.55,6.24,873288.85,21.58,0.0
74.0,Haryana,North,917,9.77,27.48,-17.71,-19.44,-15.8,Outperforming,VULNERABLE,93.07,6.53,60.26,51.68,69.01,9.71,11.31,0.86,965032.87,31.09,0.0
75.0,Haryana,North,849,13.68,22.27,-8.59,-9.99,-7.17,Outperforming,VULNERABLE,75.62,22.21,51.36,43.52,59.9,15.77,6.38,2.47,909322.95,42.86,0.0
76.0,Haryana,North,827,17.21,20.73,-3.51,-5.16,-1.93,As Expected,VULNERABLE,65.16,23.07,47.97,40.39,56.24,22.25,8.72,2.55,992115.97,36.85,0.0
77.0,Haryana,North,821,13.31,17.94,-4.63,-6.53,-2.84,As Expected,SAFE,54.4,41.27,39.61,32.76,47.79,13.51,13.26,1.02,814662.66,20.44,0.0
78.0,Haryana,North,743,20.79,26.41,-5.62,-7.48,-3.6,Outperforming,VULNERABLE,86.88,11.87,57.3,48.95,65.97,22.18,10.47,2.12,804953.85,20.54,0.0
79.0,Haryana,North,478,31.41,29.39,2.02,0.38,4.1,As Expected,CRISIS,93.04,1.5,62.39,53.7,71.04,31.5,,,775496.33,22.62,0.0
80.0,Haryana,North,819,34.67,23.37,11.3,9.74,12.89,Severe Failure,CRISIS,76.18,18.91,50.93,43.06,59.39,39.12,18.87,2.07,858963.27,31.02,0.0
82.0,Haryana,North,745,25.94,20.6,5.34,3.78,6.87,Moderate Failure,CRISIS,68.74,19.05,48.02,40.23,56.39,31.61,12.32,2.57,1052088.27,46.6,0.0
83.0,Haryana,North,715,23.22,22.21,1.01,-1.14,3.13,As Expected,CRISIS,68.49,18.75,48.7,41.01,56.95,27.93,11.78,2.37,1091135.64,23.67,0.0
84.0,Haryana,North,847,31.04,27.14,3.9,1.97,6.04,As Expected,CRISIS,85.25,10.25,58.24,49.83,66.88,32.02,24.35,1.32,658677.73,12.81,0.0
85.0,Haryana,North,861,26.89,24.23,2.66,1.05,4.34,As Expected,CRISIS,78.12,14.51,53.39,45.32,61.93,29.03,16.32,1.78,877852.36,28.96,0.0
86.0,Haryana,North,774,25.6,21.88,3.72,1.73,5.5,As Expected,CRISIS,75.06,15.78,51.96,43.99,60.39,27.75,14.38,1.93,1150418.54,69.84,0.0
87.0,Haryana,North,822,33.92,23.79,10.13,8.72,11.36,Severe Failure,CRISIS,61.82,23.39,50.61,42.95,58.86,35.08,26.79,1.31,28804.18,12.58,0.0
88.0,Haryana,North,670,14.58,18.02,-3.44,-6.53,-0.51,As Expected,VULNERABLE,45.14,15.89,46.2,38.93,53.87,17.28,6.31,2.74,1144633.99,76.81,0.0
89.0,Haryana,North,841,22.28,23.19,-0.91,-2.22,0.56,As Expected,CRISIS,69.68,22.24,51.76,44.04,60.15,25.37,15.83,1.6,568362.07,24.15,0.0
100.0,Unknown State,Unknown,970,23.51,28.33,-4.82,-6.26,-3.2,As Expected,VULNERABLE,82.96,4.91,60.29,51.79,68.88,22.35,4.05,5.53,503703.96,22.55,0.0
101.0,Unknown State,Unknown,891,27.54,26.59,0.95,-0.58,2.37,As Expected,CRISIS,74.68,7.6,55.2,47.05,63.62,25.23,26.72,0.94,602128.62,37.53,0.0
102.0,Unknown State,Unknown,775,33.96,24.7,9.26,8.22,10.39,Moderate Failure,CRISIS,76.48,10.59,57.87,49.55,66.44,38.32,18.6,2.06,299043.55,28.57,0.0
103.0,Unknown State,Unknown,912,23.8,24.74,-0.94,-2.3,0.65,As Expected,CRISIS,76.54,10.46,56.2,47.9,64.78,26.64,14.85,1.79,578272.32,22.91,0.0
104.0,Unknown State,Unknown,887,21.72,19.74,1.97,0.86,3.13,As Expected,RESILIENT POOR,58.92,36.08,43.61,36.47,51.9,23.47,19.3,1.22,316030.85,21.06,0.0
105.0,Unknown State,Unknown,761,17.48,19.86,-2.38,-3.44,-1.36,As Expected,SAFE,50.92,34.55,43.16,36.06,51.22,17.74,20.17,0.88,734.63,20.74,0.0
106.0,Unknown State,Unknown,887,12.11,16.73,-4.62,-5.49,-3.8,As Expected,SAFE,50.2,42.06,42.46,35.57,50.58,11.01,13.61,0.81,-159043.94,23.66,0.0
107.0,Unknown State,Unknown,890,15.3,17.33,-2.03,-2.85,-1.28,As Expected,SAFE,46.63,46.93,39.63,32.98,47.74,13.45,16.6,0.81,-196138.96,18.64,0.0
108.0,Unknown State,Unknown,817,19.02,21.88,-2.86,-3.92,-1.92,As Expected,VULNERABLE,66.12,29.55,49.84,42.27,58.24,21.78,13.91,1.57,-26837.09,21.84,0.0
109.0,Unknown State,Unknown,961,17.1,17.55,-0.46,-1.51,0.47,As Expected,RESILIENT POOR,49.15,46.46,39.35,32.64,47.51,21.88,11.45,1.91,-8127.13,13.19,0.0
110.0,Unknown State,Unknown,945,18.11,24.18,-6.07,-7.47,-4.82,Outperforming,VULNERABLE,78.47,15.51,54.18,46.09,62.7,17.34,19.44,0.89,711375.57,51.31,0.0
111.0,Unknown State,Unknown,947,25.28,25.45,-0.17,-1.75,1.34,As Expected,CRISIS,70.88,13.69,54.2,46.17,62.59,28.11,17.14,1.64,568105.82,24.63,0.0
112.0,Unknown State,Unknown,773,30.97,26.34,4.63,2.81,6.22,As Expected,CRISIS,66.51,13.72,52.48,44.57,60.74,35.38,26.79,1.32,476532.6,20.69,0.0
113.0,Unknown State,Unknown,887,32.41,25.77,6.65,5.33,7.97,Moderate Failure,CRISIS,74.21,12.64,53.9,45.85,62.37,33.35,32.37,1.03,565669.27,36.62,0.0
114.0,Unknown State,Unknown,841,31.7,29.8,1.89,-1.62,4.98,As Expected,CRISIS,50.81,8.06,51.64,43.89,59.44,45.48,27.91,1.63,139182.91,11.09,0.0
115.0,Unknown State,Unknown,728,39.87,28.51,11.36,8.5,13.65,Severe Failure,CRISIS,57.34,11.44,52.74,44.82,60.77,46.09,30.44,1.51,22345.91,7.86,0.0
116.0,Unknown State,Unknown,808,31.15,25.67,5.49,3.63,7.11,Moderate Failure,CRISIS,63.36,16.87,53.1,45.17,61.46,33.15,17.56,1.89,157907.8,9.5,0.0
117.0,Unknown State,Unknown,872,24.25,24.03,0.22,-0.81,1.29,As Expected,CRISIS,72.72,19.47,53.98,46.04,62.48,30.95,6.06,5.11,98576.34,23.25,0.0
118.0,Unknown State,Unknown,800,38.13,27.5,10.63,9.1,12.2,Severe Failure,CRISIS,80.06,7.65,55.83,47.51,64.41,40.36,30.19,1.34,596653.1,23.66,0.0
119.0,Unknown State,Unknown,842,35.34,26.74,8.6,7.11,9.96,Moderate Failure,CRISIS,78.53,9.39,55.56,47.31,64.0,38.65,17.17,2.25,645134.24,43.13,0.0
120.0,Unknown State,Unknown,861,16.19,23.38,-7.2,-8.35,-6.14,Outperforming,VULNERABLE,74.23,23.53,52.61,44.63,61.22,17.51,12.57,1.39,-38420.95,24.29,0.0
121.0,Unknown State,Unknown,933,13.14,17.32,-4.18,-5.04,-3.43,As Expected,SAFE,52.63,45.71,39.53,32.75,47.79,15.01,11.25,1.33,-51377.52,23.16,0.0
122.0,Unknown State,Unknown,873,25.27,25.56,-0.29,-1.53,1.0,As Expected,CRISIS,81.26,16.28,56.63,48.29,65.39,27.76,14.43,1.92,103576.37,21.04,0.0
123.0,Unknown State,Unknown,822,28.46,26.8,1.66,0.27,3.25,As Expected,CRISIS,84.68,11.86,58.89,50.46,67.59,31.41,5.01,6.26,261569.25,17.6,0.0
124.0,Unknown State,Unknown,928,19.83,15.72,4.1,2.97,5.2,As Expected,RESILIENT POOR,39.02,54.58,34.04,27.83,42.12,20.98,18.34,1.14,-337094.75,5.02,0.0
125.0,Unknown State,Unknown,927,11.81,12.45,-0.64,-1.67,0.25,As Expected,RESILIENT POOR,31.82,66.35,27.62,21.82,35.56,16.33,9.31,1.75,-637745.74,7.77,0.0
126.0,Unknown State,Unknown,946,18.82,21.92,-3.11,-4.28,-1.85,As Expected,VULNERABLE,68.57,29.79,49.15,41.52,57.66,20.49,15.3,1.34,23539.86,16.72,0.0
127.0,Unknown State,Unknown,971,9.65,24.16,-14.51,-16.25,-12.71,Outperforming,VULNERABLE,85.6,13.92,55.86,47.61,64.49,10.7,3.55,3.01,741854.13,63.07,0.0
128.0,Unknown State,Unknown,935,8.17,20.97,-12.8,-13.88,-11.84,Outperforming,VULNERABLE,66.28,32.46,47.62,40.16,56.05,6.56,11.07,0.59,-22408.07,21.25,0.0
129.0,Unknown State,Unknown,903,11.87,20.02,-8.15,-9.23,-7.21,Outperforming,VULNERABLE,60.17,37.34,44.5,37.26,52.91,11.95,12.26,0.98,-169917.54,16.16,0.0
130.0,Unknown State,Unknown,897,22.98,20.55,2.44,1.47,3.35,As Expected,CRISIS,62.84,33.46,45.98,38.63,54.37,29.85,10.76,2.77,38966.47,21.8,0.0
131.0,Unknown State,Unknown,857,14.03,15.65,-1.62,-2.68,-0.64,As Expected,SAFE,41.49,55.37,33.28,26.94,41.4,15.27,13.29,1.15,-649875.83,8.66,0.0
132.0,Unknown State,Unknown,966,6.82,12.88,-6.06,-7.34,-4.85,Outperforming,SAFE,40.09,57.08,34.06,27.85,42.11,10.9,3.82,2.85,541209.72,39.27,0.0
134.0,Unknown State,Unknown,946,5.38,10.51,-5.13,-6.47,-3.93,Outperforming,SAFE,29.43,69.32,27.66,21.98,35.56,10.98,2.76,3.98,391555.29,26.0,0.0
136.0,Unknown State,Unknown,874,6.63,13.4,-6.77,-7.81,-5.83,Outperforming,SAFE,39.7,58.03,33.65,27.4,41.75,10.19,4.24,2.4,285960.25,24.03,0.0
137.0,Unknown State,Unknown,967,12.09,11.57,0.52,-0.67,1.53,As Expected,RESILIENT POOR,32.83,65.58,30.23,24.4,38.2,10.1,13.07,0.77,339059.9,26.89,0.0
138.0,Unknown State,Unknown,913,4.29,13.84,-9.55,-11.4,-7.92,Outperforming,SAFE,46.42,52.71,34.92,28.56,43.02,4.36,4.1,1.06,888633.42,56.72,0.0
139.0,Unknown State,Unknown,925,5.92,10.21,-4.29,-6.12,-2.73,As Expected,SAFE,27.39,70.62,26.4,20.83,34.22,6.87,5.54,1.24,614440.19,20.81,0.0
141.0,Unknown State,Unknown,588,2.5,8.59,-6.09,-8.46,-3.83,Outperforming,SAFE,26.75,57.68,29.85,24.01,37.5,2.59,1.79,1.45,1078396.06,53.87,0.0
142.0,Unknown State,Unknown,922,4.53,7.56,-3.03,-4.79,-1.58,As Expected,SAFE,18.35,80.53,21.59,16.47,29.37,6.36,4.06,1.57,446361.55,24.32,0.0
143.0,Unknown State,Unknown,881,7.37,7.85,-0.48,-1.84,0.97,As Expected,RESILIENT POOR,20.94,76.48,23.46,18.18,31.21,16.34,4.66,3.51,374907.63,36.17,0.0
144.0,Unknown State,Unknown,924,10.04,12.45,-2.41,-3.23,-1.59,As Expected,SAFE,33.32,61.14,32.34,26.35,40.28,14.52,6.79,2.14,-22581.02,20.44,0.0
145.0,Unknown State,Unknown,844,16.02,17.31,-1.29,-2.2,-0.35,As Expected,SAFE,52.23,35.48,43.0,35.88,51.17,20.81,10.57,1.97,301432.82,30.28,0.0
146.0,Unknown State,Unknown,728,13.35,11.61,1.74,0.14,3.22,As Expected,RESILIENT POOR,36.52,45.32,36.79,30.28,44.64,20.37,7.76,2.63,470073.8,49.2,0.0
147.0,Unknown State,Unknown,926,15.81,15.08,0.73,-0.14,1.71,As Expected,RESILIENT POOR,46.88,49.77,37.98,31.41,46.13,19.34,11.79,1.64,195638.23,34.76,0.0
148.0,Unknown State,Unknown,968,8.45,12.12,-3.68,-4.46,-2.93,As Expected,SAFE,33.22,65.02,31.41,25.51,39.35,10.41,7.53,1.38,-105228.69,17.4,0.0
150.0,Unknown State,Unknown,873,4.19,8.29,-4.1,-5.51,-2.73,As Expected,SAFE,23.55,75.78,24.37,19.03,32.17,6.29,3.57,1.76,309902.94,40.49,0.0
151.0,Unknown State,Unknown,896,7.34,8.56,-1.22,-2.17,-0.31,As Expected,SAFE,20.58,78.12,24.49,19.25,32.27,7.7,7.37,1.04,-122160.06,18.15,0.0
152.0,Unknown State,Unknown,978,4.91,10.12,-5.21,-6.07,-4.41,Outperforming,SAFE,26.67,72.33,27.38,21.84,35.19,3.64,5.44,0.67,-98299.99,19.5,0.0
153.0,Unknown State,Unknown,966,4.14,5.78,-1.64,-2.63,-0.4,As Expected,SAFE,9.24,90.16,16.7,12.03,24.32,14.17,3.13,4.52,-709041.26,12.78,0.0
154.0,Unknown State,Unknown,955,2.64,3.65,-1.01,-2.18,0.36,As Expected,RESILIENT POOR,1.17,98.26,10.4,6.09,17.94,9.11,2.58,3.54,-814624.19,11.73,0.0
155.0,Unknown State,Unknown,983,4.62,5.82,-1.19,-2.18,0.06,As Expected,SAFE,9.35,90.34,16.33,11.65,23.94,9.06,4.18,2.17,-719333.5,13.38,0.0
156.0,Unknown State,Unknown,970,7.07,10.28,-3.22,-4.03,-2.32,As Expected,SAFE,26.15,70.16,28.34,22.77,36.19,9.35,6.45,1.45,-411656.98,20.66,0.0
157.0,Unknown State,Unknown,825,6.4,11.89,-5.49,-7.78,-3.43,Outperforming,SAFE,40.75,58.1,31.47,25.28,39.51,12.39,2.33,5.32,571796.54,66.43,0.0
159.0,Unknown State,Unknown,963,7.05,10.22,-3.17,-4.07,-2.28,As Expected,SAFE,27.78,71.36,27.14,21.52,35.03,11.9,5.12,2.33,31137.16,25.16,0.0
160.0,Unknown State,Unknown,982,5.34,7.66,-2.32,-3.2,-1.42,As Expected,SAFE,16.93,82.3,19.31,14.25,27.08,10.74,4.28,2.51,-388098.36,17.67,0.0
161.0,Unknown State,Unknown,963,7.89,10.28,-2.39,-3.49,-1.45,As Expected,SAFE,27.21,69.38,27.2,21.54,35.06,9.64,6.99,1.38,186445.59,23.18,0.0
162.0,Unknown State,Unknown,973,3.03,6.19,-3.16,-4.1,-2.18,As Expected,SAFE,11.45,87.34,17.2,12.36,24.85,9.42,2.23,4.22,-334516.33,17.94,0.0
163.0,Unknown State,Unknown,976,11.39,9.55,1.84,0.98,2.68,As Expected,RESILIENT POOR,22.41,76.69,24.3,18.95,32.09,23.33,7.79,2.99,-449793.01,10.39,0.0
164.0,Unknown State,Unknown,968,16.41,13.49,2.92,0.78,4.9,As Expected,RESILIENT POOR,45.12,52.31,36.54,30.09,44.62,19.13,14.5,1.32,449730.81,64.85,0.0
